perinatal_dx_code,perinatal_dx_catagory,perinatal_dx_descrip,perinatal_icd_code
O36.1912,,"Maternal care for other isoimmunization, first trimester, fetus 2",ICD10
O04.6,,Delayed or excessive hemorrhage following (induced) termination of pregnancy,ICD10
O36.60X9,,"Maternal care for excessive fetal growth, unspecified trimester, other fetus",ICD10
O23.511,,"Infections of cervix in pregnancy, first trimester",ICD10
O35.2XX1,,"Maternal care for (suspected) hereditary disease in fetus, fetus 1",ICD10
O60.12X3,,"Preterm labor second trimester with preterm delivery second trimester, fetus 3",ICD10
O86.13,,Vaginitis following delivery,ICD10
O31.21X1,,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 1",ICD10
O31.23X0,,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, not applicable or unspecified",ICD10
O31.23X1,,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 1",ICD10
O31.22X1,,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 1",ICD10
O36.0115,,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 5",ICD10
O35.2XX2,,"Maternal care for (suspected) hereditary disease in fetus, fetus 2",ICD10
O07.38,,Urinary tract infection following failed attempted termination of pregnancy,ICD10
O43.112,,"Circumvallate placenta, second trimester",ICD10
O92.13,,Cracked nipple associated with lactation,ICD10
O36.1120,,"Maternal care for Anti-A sensitization, second trimester, not applicable or unspecified",ICD10
O36.8135,,"Decreased fetal movements, third trimester, fetus 5",ICD10
O41.01X0,,"Oligohydramnios, first trimester, not applicable or unspecified",ICD10
O15.03,,"Eclampsia complicating pregnancy, third trimester",ICD10
O36.61X9,,"Maternal care for excessive fetal growth, first trimester, other fetus",ICD10
O30.093,multiple-gestation,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",ICD10
O69.81X9,,"Labor and delivery complicated by cord around neck, without compression, other fetus",ICD10
O44.53,,"Low lying placenta with hemorrhage, third trimester",ICD10
O22.22,,"Superficial thrombophlebitis in pregnancy, second trimester",ICD10
O03.87,,Sepsis following complete or unspecified spontaneous abortion,ICD10
O03.37,,Sepsis following incomplete spontaneous abortion,ICD10
O63.9,,"Long labor, unspecified",ICD10
O28.4,,Abnormal radiological finding on antenatal screening of mother,ICD10
O87.3,,Cerebral venous thrombosis in the puerperium,ICD10
O64.1XX0,,"Obstructed labor due to breech presentation, not applicable or unspecified",ICD10
O36.60X2,,"Maternal care for excessive fetal growth, unspecified trimester, fetus 2",ICD10
O10.411,,"Pre-existing secondary hypertension complicating pregnancy, first trimester",ICD10
O00.211,,Right ovarian pregnancy with intrauterine pregnancy,ICD10
O22.13,,"Genital varices in pregnancy, third trimester",ICD10
O31.12X0,,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, not applicable or unspecified",ICD10
O31.21X0,,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, not applicable or unspecified",ICD10
O41.00X4,,"Oligohydramnios, unspecified trimester, fetus 4",ICD10
O36.1931,,"Maternal care for other isoimmunization, third trimester, fetus 1",ICD10
O26.51,,"Maternal hypotension syndrome, first trimester",ICD10
O32.1XX9,,"Maternal care for breech presentation, other fetus",ICD10
O29.43,,"Spinal and epidural anesthesia induced headache during pregnancy, third trimester",ICD10
O41.8X32,,"Other specified disorders of amniotic fluid and membranes, third trimester, fetus 2",ICD10
O36.8191,,"Decreased fetal movements, unspecified trimester, fetus 1",ICD10
O03.30,,Unspecified complication following incomplete spontaneous abortion,ICD10
O35.5XX3,,"Maternal care for (suspected) damage to fetus by drugs, fetus 3",ICD10
O41.93X2,,"Disorder of amniotic fluid and membranes, unspecified, third trimester, fetus 2",ICD10
O35.2XX9,,"Maternal care for (suspected) hereditary disease in fetus, other fetus",ICD10
O36.8122,,"Decreased fetal movements, second trimester, fetus 2",ICD10
O08.1,,Delayed or excessive hemorrhage following ectopic and molar pregnancy,ICD10
O90.1,,Disruption of perineal obstetric wound,ICD10
O86.21,,Infection of kidney following delivery,ICD10
O36.1933,,"Maternal care for other isoimmunization, third trimester, fetus 3",ICD10
O71.7,,Obstetric hematoma of pelvis,ICD10
O35.9XX5,,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 5",ICD10
O33.3XX0,,"Maternal care for disproportion due to outlet contraction of pelvis, not applicable or unspecified",ICD10
O33.5XX0,,"Maternal care for disproportion due to unusually large fetus, not applicable or unspecified",ICD10
O12.00,,"Gestational edema, unspecified trimester",ICD10
O86.09,,"Infection of obstetric surgical wound, other surgical site",ICD10
O29.42,,"Spinal and epidural anesthesia induced headache during pregnancy, second trimester",ICD10
O29.92,,"Unspecified complication of anesthesia during pregnancy, second trimester",ICD10
O34.599,,"Maternal care for other abnormalities of gravid uterus, unspecified trimester",ICD10
O34.592,,"Maternal care for other abnormalities of gravid uterus, second trimester",ICD10
O34.591,,"Maternal care for other abnormalities of gravid uterus, first trimester",ICD10
O43.012,,"Fetomaternal placental transfusion syndrome, second trimester",ICD10
O24.819,,"Other pre-existing diabetes mellitus in pregnancy, unspecified trimester",ICD10
O42.011,,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, first trimester",ICD10
O41.8X21,,"Other specified disorders of amniotic fluid and membranes, second trimester, fetus 1",ICD10
O12.23,,"Gestational edema with proteinuria, third trimester",ICD10
O10.42,,Pre-existing secondary hypertension complicating childbirth,ICD10
O36.1913,,"Maternal care for other isoimmunization, first trimester, fetus 3",ICD10
O41.03X9,,"Oligohydramnios, third trimester, other fetus",ICD10
O36.5110,,"Maternal care for known or suspected placental insufficiency, first trimester, not applicable or unspecified",ICD10
O34.93,,"Maternal care for abnormality of pelvic organ, unspecified, third trimester",ICD10
O91.23,,Nonpurulent mastitis associated with lactation,ICD10
O07.4,,Failed attempted termination of pregnancy without complication,ICD10
O30.132,multiple-gestation,"Triplet pregnancy, trichorionic/triamniotic, second trimester",ICD10
O30.131,multiple-gestation,"Triplet pregnancy, trichorionic/triamniotic, first trimester",ICD10
O30.101,multiple-gestation,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",ICD10
O30.139,multiple-gestation,"Triplet pregnancy, trichorionic/triamniotic, unspecified trimester",ICD10
O36.5935,,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 5",ICD10
O29.011,,"Aspiration pneumonitis due to anesthesia during pregnancy, first trimester",ICD10
O71.03,,"Rupture of uterus before onset of labor, third trimester",ICD10
O74.5,,Spinal and epidural anesthesia-induced headache during labor and delivery,ICD10
O24.439,,"Gestational diabetes mellitus in the puerperium, unspecified control",ICD10
O10.219,,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester",ICD10
O04.89,,(Induced) termination of pregnancy with other complications,ICD10
O32.6XX1,,"Maternal care for compound presentation, fetus 1",ICD10
O36.8313,,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 3",ICD10
O70.4,,"Anal sphincter tear complicating delivery, not associated with third degree laceration",ICD10
O36.5929,,"Maternal care for other known or suspected poor fetal growth, second trimester, other fetus",ICD10
O03.81,,Shock following complete or unspecified spontaneous abortion,ICD10
O10.413,,"Pre-existing secondary hypertension complicating pregnancy, third trimester",ICD10
O23.20,,"Infections of urethra in pregnancy, unspecified trimester",ICD10
O00.8,,Other ectopic pregnancy,ICD10
O31.10X2,,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 2",ICD10
O30.111,multiple-gestation,"Triplet pregnancy with two or more monochorionic fetuses, first trimester",ICD10
O36.0119,,"Maternal care for anti-D [Rh] antibodies, first trimester, other fetus",ICD10
O33.2,,Maternal care for disproportion due to inlet contraction of pelvis,ICD10
O14.22,,"HELLP syndrome (HELLP), second trimester",ICD10
O33.5XX1,,"Maternal care for disproportion due to unusually large fetus, fetus 1",ICD10
O71.00,,"Rupture of uterus before onset of labor, unspecified trimester",ICD10
O43.90,,"Unspecified placental disorder, unspecified trimester",ICD10
O41.00X1,,"Oligohydramnios, unspecified trimester, fetus 1",ICD10
O41.00X2,,"Oligohydramnios, unspecified trimester, fetus 2",ICD10
O23.31,,"Infections of other parts of urinary tract in pregnancy, first trimester",ICD10
O00.21,,Ovarian pregnancy with intrauterine pregnancy,ICD10
O00.219,,Unspecified ovarian pregnancy with intrauterine pregnancy,ICD10
O48.1,,Prolonged pregnancy,ICD10
O36.63X4,,"Maternal care for excessive fetal growth, third trimester, fetus 4",ICD10
O36.91X0,,"Maternal care for fetal problem, unspecified, first trimester, not applicable or unspecified",ICD10
O36.91X1,,"Maternal care for fetal problem, unspecified, first trimester, fetus 1",ICD10
O66.3,,Obstructed labor due to other abnormalities of fetus,ICD10
O70.21,,"Third degree perineal laceration during delivery, IIIa",ICD10
O36.1135,,"Maternal care for Anti-A sensitization, third trimester, fetus 5",ICD10
O35.0XX5,,"Maternal care for (suspected) central nervous system malformation in fetus, fetus 5",ICD10
O44.21,,"Partial placenta previa NOS or without hemorrhage, first trimester",ICD10
O43.101,,"Malformation of placenta, unspecified, first trimester",ICD10
O36.1921,,"Maternal care for other isoimmunization, second trimester, fetus 1",ICD10
O40.1XX2,,"Polyhydramnios, first trimester, fetus 2",ICD10
O40.2XX2,,"Polyhydramnios, second trimester, fetus 2",ICD10
O35.2XX5,,"Maternal care for (suspected) hereditary disease in fetus, fetus 5",ICD10
O36.8290,,"Fetal anemia and thrombocytopenia, unspecified trimester, not applicable or unspecified",ICD10
O23.512,,"Infections of cervix in pregnancy, second trimester",ICD10
O22.91,,"Venous complication in pregnancy, unspecified, first trimester",ICD10
O26.712,,"Subluxation of symphysis (pubis) in pregnancy, second trimester",ICD10
O46.8X9,,"Other antepartum hemorrhage, unspecified trimester",ICD10
O99.830,,Other infection carrier state complicating pregnancy,ICD10
O36.0122,,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 2",ICD10
O99.841,,"Bariatric surgery status complicating pregnancy, first trimester",ICD10
O25.13,,"Malnutrition in pregnancy, third trimester",ICD10
O26.822,,"Pregnancy related peripheral neuritis, second trimester",ICD10
O10.211,,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",ICD10
O86.19,,Other infection of genital tract following delivery,ICD10
O88.82,,Other embolism in childbirth,ICD10
O88.32,,Pyemic and septic embolism in childbirth,ICD10
O36.22X0,,"Maternal care for hydrops fetalis, second trimester, not applicable or unspecified",ICD10
O33.9,,"Maternal care for disproportion, unspecified",ICD10
O26.02,,"Excessive weight gain in pregnancy, second trimester",ICD10
O88.819,,"Other embolism in pregnancy, unspecified trimester",ICD10
O63.2,,"Delayed delivery of second twin, triplet, etc.",ICD10
O69.9XX1,,"Labor and delivery complicated by cord complication, unspecified, fetus 1",ICD10
O36.80X2,,"Pregnancy with inconclusive fetal viability, fetus 2",ICD10
O00.0,,Abdominal pregnancy,ICD10
O36.4XX2,,"Maternal care for intrauterine death, fetus 2",ICD10
O69.81X2,,"Labor and delivery complicated by cord around neck, without compression, fetus 2",ICD10
O31.22X0,,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, not applicable or unspecified",ICD10
O42.111,,"Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, first trimester",ICD10
O41.02X2,,"Oligohydramnios, second trimester, fetus 2",ICD10
O31.20X0,,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, not applicable or unspecified",ICD10
O30.91,multiple-gestation,"Multiple gestation, unspecified, first trimester",ICD10
O41.1031,,"Infection of amniotic sac and membranes, unspecified, third trimester, fetus 1",ICD10
O43.222,,"Placenta increta, second trimester",ICD10
O43.229,,"Placenta increta, unspecified trimester",ICD10
O33.4XX1,,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 1",ICD10
O36.8911,,"Maternal care for other specified fetal problems, first trimester, fetus 1",ICD10
O12.01,,"Gestational edema, first trimester",ICD10
O36.1910,,"Maternal care for other isoimmunization, first trimester, not applicable or unspecified",ICD10
O36.0112,,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 2",ICD10
O36.0192,,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 2",ICD10
O90.2,,Hematoma of obstetric wound,ICD10
O08.9,,Unspecified complication following an ectopic and molar pregnancy,ICD10
O15.00,,"Eclampsia complicating pregnancy, unspecified trimester",ICD10
O32.8XX2,,"Maternal care for other malpresentation of fetus, fetus 2",ICD10
O36.23X0,,"Maternal care for hydrops fetalis, third trimester, not applicable or unspecified",ICD10
O75.0,,Maternal distress during labor and delivery,ICD10
O36.0932,,"Maternal care for other rhesus isoimmunization, third trimester, fetus 2",ICD10
O60.10X9,,"Preterm labor with preterm delivery, unspecified trimester, other fetus",ICD10
O64.0XX2,,"Obstructed labor due to incomplete rotation of fetal head, fetus 2",ICD10
O03.88,,Urinary tract infection following complete or unspecified spontaneous abortion,ICD10
O36.8921,,"Maternal care for other specified fetal problems, second trimester, fetus 1",ICD10
O36.8929,,"Maternal care for other specified fetal problems, second trimester, other fetus",ICD10
O99.315,,Alcohol use complicating the puerperium,ICD10
O04.80,,(Induced) termination of pregnancy with unspecified complications,ICD10
O74.8,,Other complications of anesthesia during labor and delivery,ICD10
O36.5139,,"Maternal care for known or suspected placental insufficiency, third trimester, other fetus",ICD10
O66.6,,Obstructed labor due to other multiple fetuses,ICD10
O41.8X31,,"Other specified disorders of amniotic fluid and membranes, third trimester, fetus 1",ICD10
O34.92,,"Maternal care for abnormality of pelvic organ, unspecified, second trimester",ICD10
O36.0929,,"Maternal care for other rhesus isoimmunization, second trimester, other fetus",ICD10
O36.0925,,"Maternal care for other rhesus isoimmunization, second trimester, fetus 5",ICD10
O31.23X2,,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 2",ICD10
O31.13X0,,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not applicable or unspecified",ICD10
O36.62X1,,"Maternal care for excessive fetal growth, second trimester, fetus 1",ICD10
O36.71X0,,"Maternal care for viable fetus in abdominal pregnancy, first trimester, not applicable or unspecified",ICD10
O60.23X1,,"Term delivery with preterm labor, third trimester, fetus 1",ICD10
O35.0XX9,,"Maternal care for (suspected) central nervous system malformation in fetus, other fetus",ICD10
O41.1490,,"Placentitis, unspecified trimester, not applicable or unspecified",ICD10
O60.20X0,,"Term delivery with preterm labor, unspecified trimester, not applicable or unspecified",ICD10
O41.00X3,,"Oligohydramnios, unspecified trimester, fetus 3",ICD10
O36.8991,,"Maternal care for other specified fetal problems, unspecified trimester, fetus 1",ICD10
O36.8992,,"Maternal care for other specified fetal problems, unspecified trimester, fetus 2",ICD10
O36.8192,,"Decreased fetal movements, unspecified trimester, fetus 2",ICD10
O36.8321,,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 1",ICD10
O08.3,,Shock following ectopic and molar pregnancy,ICD10
O41.8X11,,"Other specified disorders of amniotic fluid and membranes, first trimester, fetus 1",ICD10
O98.62,,Protozoal diseases complicating childbirth,ICD10
O33.6XX0,,"Maternal care for disproportion due to hydrocephalic fetus, not applicable or unspecified",ICD10
O91.02,,Infection of nipple associated with the puerperium,ICD10
O41.1010,,"Infection of amniotic sac and membranes, unspecified, first trimester, not applicable or unspecified",ICD10
O36.5912,,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 2",ICD10
O42.119,,"Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, unspecified trimester",ICD10
O36.5132,,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 2",ICD10
O36.5913,,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 3",ICD10
O64.5XX0,,"Obstructed labor due to compound presentation, not applicable or unspecified",ICD10
O43.191,,"Other malformation of placenta, first trimester",ICD10
O41.91X1,,"Disorder of amniotic fluid and membranes, unspecified, first trimester, fetus 1",ICD10
O04.88,,Urinary tract infection following (induced) termination of pregnancy,ICD10
O71.6,,Obstetric damage to pelvic joints and ligaments,ICD10
O31.8X22,,"Other complications specific to multiple gestation, second trimester, fetus 2",ICD10
O35.6XX0,,"Maternal care for (suspected) damage to fetus by radiation, not applicable or unspecified",ICD10
O89.5,,Other complications of spinal and epidural anesthesia during the puerperium,ICD10
O98.02,,Tuberculosis complicating childbirth,ICD10
O29.63,,"Failed or difficult intubation for anesthesia during pregnancy, third trimester",ICD10
O36.0915,,"Maternal care for other rhesus isoimmunization, first trimester, fetus 5",ICD10
O23.23,,"Infections of urethra in pregnancy, third trimester",ICD10
O15.02,,"Eclampsia complicating pregnancy, second trimester",ICD10
O87.0,,Superficial thrombophlebitis in the puerperium,ICD10
O24.92,,Unspecified diabetes mellitus in childbirth,ICD10
O44.11,,"Complete placenta previa with hemorrhage, first trimester",ICD10
O44.01,,"Complete placenta previa NOS or without hemorrhage, first trimester",ICD10
O60.14X3,,"Preterm labor third trimester with preterm delivery third trimester, fetus 3",ICD10
O60.14X4,,"Preterm labor third trimester with preterm delivery third trimester, fetus 4",ICD10
O34.523,,"Maternal care for prolapse of gravid uterus, third trimester",ICD10
O36.0125,,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 5",ICD10
O36.1925,,"Maternal care for other isoimmunization, second trimester, fetus 5",ICD10
O64.9XX0,,"Obstructed labor due to malposition and malpresentation, unspecified, not applicable or unspecified",ICD10
O36.1193,,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 3",ICD10
O36.8239,,"Fetal anemia and thrombocytopenia, third trimester, other fetus",ICD10
O36.8229,,"Fetal anemia and thrombocytopenia, second trimester, other fetus",ICD10
O36.1121,,"Maternal care for Anti-A sensitization, second trimester, fetus 1",ICD10
O36.8231,,"Fetal anemia and thrombocytopenia, third trimester, fetus 1",ICD10
O36.0991,,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 1",ICD10
O98.013,,"Tuberculosis complicating pregnancy, third trimester",ICD10
O91.03,,Infection of nipple associated with lactation,ICD10
O31.8X21,,"Other complications specific to multiple gestation, second trimester, fetus 1",ICD10
O67.0,,Intrapartum hemorrhage with coagulation defect,ICD10
O36.1922,,"Maternal care for other isoimmunization, second trimester, fetus 2",ICD10
O26.32,,"Retained intrauterine contraceptive device in pregnancy, second trimester",ICD10
O26.10,,"Low weight gain in pregnancy, unspecified trimester",ICD10
O00.81,,Other ectopic pregnancy with intrauterine pregnancy,ICD10
O98.619,,"Protozoal diseases complicating pregnancy, unspecified trimester",ICD10
O31.22X2,,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 2",ICD10
O36.5122,,"Maternal care for known or suspected placental insufficiency, second trimester, fetus 2",ICD10
O31.21X2,,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 2",ICD10
O23.22,,"Infections of urethra in pregnancy, second trimester",ICD10
O64.2XX2,,"Obstructed labor due to face presentation, fetus 2",ICD10
O92.12,,Cracked nipple associated with the puerperium,ICD10
O36.8199,,"Decreased fetal movements, unspecified trimester, other fetus",ICD10
O31.13X1,,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 1",ICD10
O33.5XX2,,"Maternal care for disproportion due to unusually large fetus, fetus 2",ICD10
O44.52,,"Low lying placenta with hemorrhage, second trimester",ICD10
O31.8X32,,"Other complications specific to multiple gestation, third trimester, fetus 2",ICD10
O36.60X3,,"Maternal care for excessive fetal growth, unspecified trimester, fetus 3",ICD10
O36.61X1,,"Maternal care for excessive fetal growth, first trimester, fetus 1",ICD10
O26.50,,"Maternal hypotension syndrome, unspecified trimester",ICD10
O36.1112,,"Maternal care for Anti-A sensitization, first trimester, fetus 2",ICD10
O32.6XX2,,"Maternal care for compound presentation, fetus 2",ICD10
O86.11,,Cervicitis following delivery,ICD10
O41.92X0,,"Disorder of amniotic fluid and membranes, unspecified, second trimester, not applicable or unspecified",ICD10
O31.31X0,,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, not applicable or unspecified",ICD10
O30.201,multiple-gestation,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",ICD10
O31.30X0,,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, not applicable or unspecified",ICD10
O35.2XX4,,"Maternal care for (suspected) hereditary disease in fetus, fetus 4",ICD10
O45.013,,"Premature separation of placenta with afibrinogenemia, third trimester",ICD10
O26.829,,"Pregnancy related peripheral neuritis, unspecified trimester",ICD10
O98.93,,Unspecified maternal infectious and parasitic disease complicating the puerperium,ICD10
O26.30,,"Retained intrauterine contraceptive device in pregnancy, unspecified trimester",ICD10
O69.1XX9,,"Labor and delivery complicated by cord around neck, with compression, other fetus",ICD10
O34.529,,"Maternal care for prolapse of gravid uterus, unspecified trimester",ICD10
O36.73X1,,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 1",ICD10
O23.21,,"Infections of urethra in pregnancy, first trimester",ICD10
O69.89X1,,"Labor and delivery complicated by other cord complications, fetus 1",ICD10
O22.10,,"Genital varices in pregnancy, unspecified trimester",ICD10
O03.5,,Genital tract and pelvic infection following complete or unspecified spontaneous abortion,ICD10
O12.24,,"Gestational edema with proteinuria, complicating childbirth",ICD10
O36.8999,,"Maternal care for other specified fetal problems, unspecified trimester, other fetus",ICD10
O41.03X3,,"Oligohydramnios, third trimester, fetus 3",ICD10
O69.2XX2,,"Labor and delivery complicated by other cord entanglement, with compression, fetus 2",ICD10
O03.86,,Cardiac arrest following complete or unspecified spontaneous abortion,ICD10
O35.9XX4,,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 4",ICD10
O40.3XX4,,"Polyhydramnios, third trimester, fetus 4",ICD10
O36.8393,,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 3",ICD10
O89.8,,Other complications of anesthesia during the puerperium,ICD10
O36.8125,,"Decreased fetal movements, second trimester, fetus 5",ICD10
O34.22,,Maternal care for cesarean scar defect (isthmocele),ICD10
O41.93X1,,"Disorder of amniotic fluid and membranes, unspecified, third trimester, fetus 1",ICD10
O35.2XX3,,"Maternal care for (suspected) hereditary disease in fetus, fetus 3",ICD10
O29.93,,"Unspecified complication of anesthesia during pregnancy, third trimester",ICD10
O35.1XX9,,"Maternal care for (suspected) chromosomal abnormality in fetus, other fetus",ICD10
O10.312,,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",ICD10
O44.41,,"Low lying placenta NOS or without hemorrhage, first trimester",ICD10
O36.5925,,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 5",ICD10
O23.513,,"Infections of cervix in pregnancy, third trimester",ICD10
O43.019,,"Fetomaternal placental transfusion syndrome, unspecified trimester",ICD10
O36.1923,,"Maternal care for other isoimmunization, second trimester, fetus 3",ICD10
O33.3XX1,,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 1",ICD10
O36.20X0,,"Maternal care for hydrops fetalis, unspecified trimester, not applicable or unspecified",ICD10
O33.7XX0,,"Maternal care for disproportion due to other fetal deformities, not applicable or unspecified",ICD10
O70.22,,"Third degree perineal laceration during delivery, IIIb",ICD10
O65.4,,"Obstructed labor due to fetopelvic disproportion, unspecified",ICD10
O36.62X9,,"Maternal care for excessive fetal growth, second trimester, other fetus",ICD10
O69.4XX1,,"Labor and delivery complicated by vasa previa, fetus 1",ICD10
O00.20,,Ovarian pregnancy without intrauterine pregnancy,ICD10
O69.3XX0,,"Labor and delivery complicated by short cord, not applicable or unspecified",ICD10
O41.02X9,,"Oligohydramnios, second trimester, other fetus",ICD10
O42.019,,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified trimester",ICD10
O60.14X9,,"Preterm labor third trimester with preterm delivery third trimester, other fetus",ICD10
O24.83,,Other pre-existing diabetes mellitus in the puerperium,ICD10
O36.0999,,"Maternal care for other rhesus isoimmunization, unspecified trimester, other fetus",ICD10
O29.3X1,,"Toxic reaction to local anesthesia during pregnancy, first trimester",ICD10
O88.03,,Air embolism in the puerperium,ICD10
O41.1212,,"Chorioamnionitis, first trimester, fetus 2",ICD10
O98.13,,Syphilis complicating the puerperium,ICD10
O45.023,,"Premature separation of placenta with disseminated intravascular coagulation, third trimester",ICD10
O36.63X2,,"Maternal care for excessive fetal growth, third trimester, fetus 2",ICD10
O34.513,,"Maternal care for incarceration of gravid uterus, third trimester",ICD10
O36.1914,,"Maternal care for other isoimmunization, first trimester, fetus 4",ICD10
O30.122,multiple-gestation,"Triplet pregnancy with two or more monoamniotic fetuses, second trimester",ICD10
O30.112,multiple-gestation,"Triplet pregnancy with two or more monochorionic fetuses, second trimester",ICD10
O30.113,multiple-gestation,"Triplet pregnancy with two or more monochorionic fetuses, third trimester",ICD10
O30.102,multiple-gestation,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",ICD10
O26.41,,"Herpes gestationis, first trimester",ICD10
O92.013,,"Retracted nipple associated with pregnancy, third trimester",ICD10
O36.5190,,"Maternal care for known or suspected placental insufficiency, unspecified trimester, not applicable or unspecified",ICD10
O29.023,,"Pressure collapse of lung due to anesthesia during pregnancy, third trimester",ICD10
O34.521,,"Maternal care for prolapse of gravid uterus, first trimester",ICD10
O31.8X30,,"Other complications specific to multiple gestation, third trimester, not applicable or unspecified",ICD10
O26.719,,"Subluxation of symphysis (pubis) in pregnancy, unspecified trimester",ICD10
O90.5,,Postpartum thyroiditis,ICD10
O32.0XX2,,"Maternal care for unstable lie, fetus 2",ICD10
O40.9XX9,,"Polyhydramnios, unspecified trimester, other fetus",ICD10
O36.5934,,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 4",ICD10
O35.8XX5,,"Maternal care for other (suspected) fetal abnormality and damage, fetus 5",ICD10
O46.029,,"Antepartum hemorrhage with disseminated intravascular coagulation, unspecified trimester",ICD10
O69.0XX3,,"Labor and delivery complicated by prolapse of cord, fetus 3",ICD10
O69.5XX0,,"Labor and delivery complicated by vascular lesion of cord, not applicable or unspecified",ICD10
O36.61X3,,"Maternal care for excessive fetal growth, first trimester, fetus 3",ICD10
O22.93,,"Venous complication in pregnancy, unspecified, third trimester",ICD10
O10.43,,Pre-existing secondary hypertension complicating the puerperium,ICD10
O36.1993,,"Maternal care for other isoimmunization, unspecified trimester, fetus 3",ICD10
O91.13,,Abscess of breast associated with lactation,ICD10
O43.231,,"Placenta percreta, first trimester",ICD10
O22.02,,"Varicose veins of lower extremity in pregnancy, second trimester",ICD10
O23.529,,"Salpingo-oophoritis in pregnancy, unspecified trimester",ICD10
O36.93X1,,"Maternal care for fetal problem, unspecified, third trimester, fetus 1",ICD10
O41.1432,,"Placentitis, third trimester, fetus 2",ICD10
O00.209,,Unspecified ovarian pregnancy without intrauterine pregnancy,ICD10
O41.02X4,,"Oligohydramnios, second trimester, fetus 4",ICD10
O92.119,,"Cracked nipple associated with pregnancy, unspecified trimester",ICD10
O34.519,,"Maternal care for incarceration of gravid uterus, unspecified trimester",ICD10
O36.1110,,"Maternal care for Anti-A sensitization, first trimester, not applicable or unspecified",ICD10
O36.5914,,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 4",ICD10
O41.90X0,,"Disorder of amniotic fluid and membranes, unspecified, unspecified trimester, not applicable or unspecified",ICD10
O10.33,,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,ICD10
O36.1139,,"Maternal care for Anti-A sensitization, third trimester, other fetus",ICD10
O36.0924,,"Maternal care for other rhesus isoimmunization, second trimester, fetus 4",ICD10
O41.1229,,"Chorioamnionitis, second trimester, other fetus",ICD10
O36.90X3,,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 3",ICD10
O36.93X2,,"Maternal care for fetal problem, unspecified, third trimester, fetus 2",ICD10
O64.4XX0,,"Obstructed labor due to shoulder presentation, not applicable or unspecified",ICD10
O64.8XX2,,"Obstructed labor due to other malposition and malpresentation, fetus 2",ICD10
O29.092,,"Other pulmonary complications of anesthesia during pregnancy, second trimester",ICD10
